first_word,ends_question,tag,hour_utc,weekday_utc,account_creation_year,question_length,time_to_answer,chance_of_answer,questions
can,false,mysql,06,Wednesday,2018,short,4.9999999999999991,0.5,2
is,false,mysql,06,Wednesday,2016,short,42.000000000000007,1,1
how,false,python,06,Saturday,2012,short,3.0000000000000004,1,1
how,false,python,06,Monday,2015,short,26.644373011304513,0.9,10
is,false,python,06,Thursday,2017,medium,30.000000000000004,1,1
how,true,python,06,Tuesday,2012,long,5137.0000000000018,1,1
can,false,python,06,Friday,2016,long,,0,1
can,false,python,06,Monday,2014,long,26.000000000000004,1,1
how,true,python,06,Friday,2009,short,222.52640292783235,1,2
what,false,python,06,Sunday,2018,short,4.9999999999999991,1,1
how,true,mysql,06,Friday,2011,medium,8.7749643873921226,1,2
i,false,r,06,Friday,2019,medium,,0,1
can,true,python,06,Saturday,2017,medium,13,1,1
how,false,mysql,06,Monday,2014,medium,849.00000000000034,1,1
is,false,r,06,Friday,2018,short,90.999999999999972,1,1
is,true,python,06,Saturday,2018,long,2846,1,1
why,true,python,06,Monday,2010,long,1,1,1
is,false,r,06,Friday,2014,short,43,1,1
is,true,python,06,Saturday,2015,short,37.999999999999993,1,1
why,true,python,06,Friday,2009,medium,74.000000000000028,1,1
is,true,python,06,Wednesday,2009,long,7488.0000000000055,1,1
is,true,python,06,Thursday,2019,short,11.618950038622252,0.66666666666666663,3
how,true,mysql,06,Wednesday,2015,long,129.20988208271712,1,3
what,true,python,06,Monday,,medium,10.000000000000002,1,1
why,true,mysql,06,Monday,2016,medium,7.9999999999999982,1,1
is,true,python,06,Monday,2011,short,4945.0000000000027,1,1
is,true,python,06,Thursday,2016,short,,0,2
how,false,python,06,Monday,,medium,49.477267507411931,1,2
is,true,machine-learning,06,Monday,2018,short,6,1,1
what,true,python,06,Thursday,2019,short,152.99999999999997,0.5,2
how,true,mysql,06,Monday,2019,long,64.7420148866581,1,3
how,false,machine-learning,06,Friday,2015,short,,0,1
what,true,r,06,Tuesday,2013,medium,3.0000000000000004,1,1
can,true,python,06,Tuesday,2016,short,571.00000000000011,1,1
how,false,r,06,Saturday,2019,short,74.939975980780773,1,2
can,false,python,06,Wednesday,2015,medium,,0,1
how,false,machine-learning,06,Wednesday,2018,medium,6.9999999999999991,1,1
how,false,r,06,Wednesday,2014,medium,33.674916480965464,0.66666666666666663,3
how,false,python,06,Saturday,2014,long,92.924700699006863,1,2
how,false,python,06,Wednesday,2014,short,514.88251087019853,0.66666666666666663,3
what,true,python,06,Friday,2017,medium,319.80931818819789,1,2
what,true,python,06,Monday,2018,long,15.999999999999998,1,1
is,true,mysql,06,Friday,,long,54.000000000000007,1,1
is,true,machine-learning,06,Sunday,2016,medium,224.258779092369,1,2
how,false,r,06,Thursday,2018,medium,15,0.5,2
i,false,mysql,06,Wednesday,2016,medium,6.4807406984078595,1,2
how,false,r,06,Friday,2014,medium,45.914774332051962,1,4
why,true,r,06,Friday,2017,long,15,1,1
how,true,mysql,06,Friday,2014,medium,11.548003502915451,1,3
i,false,python,06,Friday,2016,long,,0,1
what,true,r,06,Friday,2016,short,1,1,1
how,true,r,06,Monday,2014,long,80.820789404706971,1,2
how,true,python,06,Monday,2010,long,41.000000000000007,1,1
how,true,machine-learning,06,Wednesday,2016,long,660.088876920008,0.6,5
what,true,python,06,Wednesday,2015,long,7.9999999999999982,1,1
how,true,mysql,06,Friday,2013,short,121.00000000000003,1,1
how,false,r,06,Wednesday,2017,medium,106.91073077370683,0.8571428571428571,7
why,true,mysql,06,Monday,2017,long,11.661903789690598,1,2
can,false,mysql,06,Friday,2016,medium,523.00000000000011,1,1
what,true,mysql,06,Monday,2017,short,4.9999999999999991,1,1
is,true,mysql,06,Thursday,2018,short,9.59166304662544,1,2
how,false,python,06,Saturday,2015,short,9.6548938460562965,1,3
how,true,python,06,Wednesday,2011,long,38.418745424597091,1,2
how,true,r,06,Thursday,2016,medium,8.5645094733532936,1,5
is,true,machine-learning,06,Tuesday,2019,short,,0,1
why,true,python,06,Thursday,2014,long,1474.9999999999995,1,1
why,false,python,06,Tuesday,2018,medium,,0,1
how,false,mysql,06,Monday,,long,,0,1
can,false,python,06,Tuesday,2017,long,889.15577937726971,1,2
how,false,r,06,Friday,2019,short,85.6684548640006,0.75,4
why,true,mysql,06,Thursday,2017,long,38.884444190447169,1,2
why,true,python,06,Tuesday,2014,short,7.9999999999999982,1,1
why,true,mysql,06,Saturday,2016,medium,9.0000000000000018,1,1
how,true,r,06,Wednesday,2012,medium,27.999999999999996,1,1
why,false,r,06,Thursday,2017,long,24.999999999999996,1,1
why,true,python,06,Tuesday,2014,long,347.00000000000006,1,1
how,false,python,06,Thursday,2013,short,430.53455145899727,0.66666666666666663,3
how,true,python,06,Monday,2012,long,51,0.33333333333333331,3
how,true,machine-learning,06,Wednesday,2019,short,,0,3
i,false,python,06,Wednesday,2019,long,29.000000000000004,0.5,2
how,false,python,06,Wednesday,,long,18.999999999999996,0.5,2
how,true,mysql,06,Tuesday,2013,short,70.000000000000028,1,1
is,false,python,06,Wednesday,2017,short,18.999999999999996,1,1
is,false,python,06,Monday,2015,short,6,1,1
why,false,python,06,Monday,2017,medium,2049.9999999999991,1,1
why,true,python,06,Sunday,2014,long,18.999999999999996,1,1
how,false,mysql,06,Friday,2016,long,9.90578174668388,1,3
how,false,r,06,Monday,2012,medium,1,1,1
i,false,mysql,06,Friday,2017,medium,195,1,1
what,true,python,06,Thursday,2017,short,149.34018992586047,1,4
how,false,r,06,Sunday,2014,medium,51.545722426360406,0.75,4
how,true,mysql,06,Tuesday,2015,short,2,1,1
how,false,python,06,Sunday,2013,short,7.9999999999999982,1,1
i,false,python,06,Friday,2019,short,7.4833147735478809,1,2
can,false,r,06,Saturday,2018,medium,3932,1,1
why,true,machine-learning,06,Saturday,2018,long,,0,1
how,true,python,06,Thursday,2014,long,51.380930314660539,0.66666666666666663,3
how,true,r,06,Thursday,2014,long,12,1,1
what,true,machine-learning,06,Tuesday,2017,medium,48.000000000000007,1,1
i,true,mysql,06,Monday,2017,long,21.633307652783941,1,2
how,false,mysql,06,Monday,2013,long,56.736231810017117,1,2
what,true,python,06,Wednesday,2014,long,,0,1
is,false,mysql,06,Monday,2015,short,95.999999999999986,1,1
what,false,python,06,Saturday,2017,short,11.000000000000002,1,1
how,false,mysql,06,Monday,2009,long,,0,1
how,true,python,06,Wednesday,2012,short,86.705570962080628,1,3
is,true,python,06,Tuesday,2017,short,135.96574519764707,0.83333333333333337,6
how,true,r,06,Thursday,2010,short,11801.999999999991,1,1
i,false,r,06,Friday,2013,long,34.000000000000007,1,1
how,false,python,06,Wednesday,,medium,33.496268448888451,1,2
what,true,python,06,Tuesday,2018,short,38.999999999999993,1,1
why,true,python,06,Thursday,2014,medium,138.99999999999997,1,1
why,true,r,06,Tuesday,2012,medium,27.999999999999996,1,1
how,true,mysql,06,Saturday,2015,long,40,1,1
how,false,mysql,06,Sunday,2018,medium,156.99999999999994,1,1
how,true,mysql,06,Sunday,2015,short,18.165902124584939,1,2
can,true,machine-learning,06,Sunday,2011,short,710.00000000000023,1,1
how,true,r,06,Sunday,2018,medium,82.4863625092051,1,2
is,true,python,06,Thursday,2013,short,43.648718092748744,1,3
what,true,python,06,Wednesday,2017,long,142.00000000000003,1,1
what,true,machine-learning,06,Wednesday,2017,long,142.00000000000003,1,1
how,false,machine-learning,06,Thursday,2009,long,,0,1
why,true,python,06,Friday,2012,short,,0,1
how,false,r,06,Saturday,2016,short,15.491933384829673,1,2
can,true,python,06,Sunday,2018,medium,4.9999999999999991,1,1
how,false,python,06,Sunday,2015,long,163908.99999999985,1,1
how,true,r,06,Friday,2016,short,3.4641016151377548,0.66666666666666663,3
what,true,mysql,06,Tuesday,2016,medium,19.999999999999996,1,1
how,true,mysql,06,Sunday,2014,medium,114.00000000000003,1,1
why,true,python,06,Wednesday,2018,short,17.999999999999996,1,1
is,true,python,06,Tuesday,2011,long,70.000000000000028,1,1
is,true,r,06,Tuesday,2011,long,70.000000000000028,1,1
is,true,r,06,Tuesday,2013,medium,17.999999999999996,1,1
what,true,python,06,Sunday,2012,long,,0,1
how,false,machine-learning,06,Monday,2017,long,22799.999999999996,1,1
can,false,python,06,Friday,2018,medium,296.96969542362405,1,2
how,false,python,06,Thursday,2011,medium,32.046840717924141,0.66666666666666663,3
how,false,machine-learning,06,Thursday,2017,short,,0,1
can,false,python,06,Sunday,2018,long,4.9999999999999991,1,1
i,false,mysql,06,Monday,2016,short,4,1,1
how,true,mysql,06,Tuesday,2012,medium,24.000000000000004,0.5,2
how,false,r,06,Sunday,2019,medium,26.944387170614956,1,2
how,false,machine-learning,06,Monday,2019,long,207.99999999999997,1,1
why,true,mysql,06,Friday,2018,medium,9.0000000000000018,1,1
why,true,python,06,Saturday,2015,short,4,1,1
can,false,mysql,06,Wednesday,2019,medium,39.572717874818757,1,2
can,false,python,06,Friday,2018,short,7.9999999999999982,0.5,2
can,false,machine-learning,06,Friday,2018,short,,0,1
i,true,python,06,Friday,2018,short,12,1,1
how,true,r,06,Monday,2013,medium,10.583005244258361,1,2
why,true,mysql,06,Thursday,2017,medium,14.966629547095771,1,2
what,false,python,06,Wednesday,2013,short,1507.0000000000005,1,1
how,false,python,06,Friday,2010,long,15097.999999999989,1,1
why,true,python,06,Thursday,2013,long,1122.9999999999998,1,1
how,false,mysql,06,Wednesday,2013,medium,,0,2
is,true,python,06,Monday,2019,medium,5.856010279957208,1,4
how,false,machine-learning,06,Thursday,2015,long,69.000000000000014,1,1
is,true,r,06,Friday,2013,long,7.9999999999999982,1,1
what,true,python,06,Friday,2015,long,12,1,1
why,true,python,06,Saturday,2015,medium,120.81530458987748,0.75,4
i,false,mysql,06,Thursday,2019,medium,17,0.5,2
can,true,python,06,Saturday,2018,long,4337.1844553811616,1,2
how,false,machine-learning,06,Tuesday,2015,short,95,1,1
i,true,python,06,Monday,2019,medium,52.000000000000007,1,1
how,true,mysql,06,Tuesday,2008,medium,,0,1
why,true,python,06,Wednesday,2009,medium,21,1,1
why,true,python,06,Thursday,2009,short,15.999999999999998,1,1
how,true,machine-learning,06,Sunday,2016,long,126,1,1
how,true,r,06,Wednesday,2016,long,146,0.5,2
why,true,python,06,Saturday,2017,short,6.094944728380514,1,4
is,true,python,06,Monday,2012,short,396151.00000000012,1,1
is,true,python,06,Monday,2015,short,10.000000000000002,1,1
can,true,python,06,Monday,2019,medium,523.00000000000011,0.5,2
is,true,python,06,Wednesday,2012,medium,,0,1
how,true,r,06,Wednesday,2013,medium,4.69041575982343,0.66666666666666663,3
how,true,mysql,06,Friday,2019,short,74.34993741615871,1,3
how,true,r,06,Saturday,2018,long,274.66160998581518,0.66666666666666663,3
what,true,r,06,Sunday,2017,long,11.000000000000002,1,1
how,true,machine-learning,06,Friday,2018,medium,84.723078319900509,0.66666666666666663,3
how,true,r,06,Tuesday,2018,short,1,0.5,2
is,false,python,06,Friday,2011,medium,439.99999999999983,1,1
how,false,r,06,Wednesday,2014,short,6.9999999999999991,1,1
how,true,data-science,06,Friday,2018,medium,,0,1
how,true,mysql,06,Thursday,2013,medium,21.447610589527219,0.66666666666666663,3
is,true,python,06,Friday,2013,short,11.000000000000002,1,1
how,false,r,06,Thursday,2018,short,25.455844122715707,0.4,5
how,false,machine-learning,06,Sunday,2017,long,4.9999999999999991,1,1
i,false,mysql,06,Friday,2016,long,22.000000000000004,1,1
what,false,python,06,Tuesday,2013,medium,4,1,1
is,true,python,06,Tuesday,2015,short,587.00000000000023,1,1
how,false,r,06,Tuesday,2019,short,72,1,1
i,false,python,06,Friday,2017,long,18.73499399519519,1,2
what,false,python,06,Tuesday,2018,short,6.6332495807108005,1,2
how,false,python,06,Saturday,2012,long,167.00000000000006,0.5,2
i,false,python,06,Saturday,2011,short,,0,1
why,false,python,06,Friday,2019,long,,0,1
why,true,python,06,Monday,2016,short,7.9999999999999982,0.5,2
how,true,mysql,06,Thursday,,medium,6.9999999999999991,1,1
how,true,mysql,06,Monday,2018,short,33,0.33333333333333331,3
can,false,r,06,Monday,2018,short,,0,1
is,true,machine-learning,06,Sunday,2015,medium,103.99999999999999,1,1
how,false,mysql,06,Friday,2019,long,21,1,1
why,true,python,06,Tuesday,2018,short,22.000000000000004,0.5,2
can,false,python,06,Wednesday,2017,short,22.000000000000004,0.5,2
what,true,python,06,Sunday,2016,short,103.00000000000001,1,1
what,true,machine-learning,06,Sunday,2016,short,103.00000000000001,1,1
why,false,python,06,Thursday,2011,medium,4.9999999999999991,1,1
is,true,r,06,Wednesday,2017,short,3.0000000000000004,1,1
how,true,mysql,06,Wednesday,2014,medium,6,1,1
how,true,machine-learning,06,Friday,2017,medium,64.999999999999986,0.5,2
how,true,r,06,Sunday,2017,medium,19.999999999999996,0.5,2
how,false,python,06,Sunday,2014,short,84.640415877995338,1,2
can,false,machine-learning,06,Monday,2016,long,4629.0000000000009,1,1
what,true,machine-learning,06,Thursday,2018,short,198.99999999999997,1,1
why,true,mysql,06,Friday,2012,short,12,1,1
what,true,python,06,Wednesday,2018,short,23.533445910921913,0.8,5
what,true,machine-learning,06,Friday,2016,short,47.602520941647626,1,2
can,true,python,06,Wednesday,,short,,0,1
how,true,python,06,Thursday,2011,long,4700.7801320081662,1,3
how,true,mysql,06,Wednesday,2014,short,75.813369404273743,0.75,4
how,true,data-science,06,Tuesday,2019,medium,27,1,1
how,true,python,06,Wednesday,2015,long,151.79553302157183,0.88888888888888884,9
how,true,r,06,Monday,2015,short,50853.911000040105,1,2
how,true,python,06,Thursday,2011,short,20.116670827938258,1,5
i,false,python,06,Monday,2017,medium,787.04002439520173,1,2
is,true,python,06,Thursday,2018,short,,0,1
what,true,mysql,06,Saturday,2019,short,6976.0000000000018,1,1
what,true,python,06,Sunday,2018,medium,,0,1
how,false,r,06,Tuesday,2013,long,139.99999999999994,1,1
can,true,python,06,Tuesday,2011,long,,0,1
how,true,machine-learning,06,Thursday,2011,medium,394799.99999999965,1,1
how,false,python,06,Friday,2011,medium,59.607046563304884,0.66666666666666663,3
is,false,python,06,Wednesday,2017,long,46,1,1
how,false,mysql,06,Sunday,2019,short,,0,1
is,false,mysql,06,Tuesday,2014,medium,734.37524468081017,1,2
how,true,python,06,Monday,2010,medium,62.000000000000007,1,1
i,true,python,06,Monday,2018,short,17.999999999999996,1,1
i,false,python,06,Friday,2019,medium,18.504260036730965,0.75,4
i,false,machine-learning,06,Friday,2019,medium,,0,1
i,false,data-science,06,Friday,2019,medium,,0,1
how,false,machine-learning,06,Thursday,2015,medium,,0,1
is,true,python,06,Tuesday,2011,medium,27.999999999999996,1,1
how,true,machine-learning,06,Friday,2015,short,59.999999999999986,1,1
is,true,r,06,Wednesday,2018,medium,6,1,1
is,false,python,06,Tuesday,2017,long,10.000000000000002,0.5,2
is,true,python,06,Wednesday,2016,short,21,0.66666666666666663,3
why,true,machine-learning,06,Thursday,2016,long,6,1,1
what,true,python,06,Thursday,2018,medium,29.999999999999989,1,2
what,false,python,06,Monday,2018,medium,,0,1
can,false,python,06,Thursday,2013,medium,9.0000000000000018,1,1
can,true,r,06,Tuesday,2017,medium,,0,1
how,true,r,06,Sunday,2019,short,15,1,1
why,true,python,06,Wednesday,2014,short,1,1,1
how,true,r,06,Wednesday,2016,short,73.507645493316943,1,4
how,false,mysql,06,Monday,2012,medium,4,1,1
why,true,machine-learning,06,Sunday,2012,long,9474.9999999999927,1,1
what,true,mysql,06,Thursday,2017,short,7.9999999999999982,1,1
why,true,mysql,06,Monday,2019,medium,,0,1
how,false,mysql,06,Sunday,2017,short,1734.6469381404386,1,2
how,false,python,06,Sunday,,short,17.999999999999996,1,1
what,true,python,06,Thursday,2011,long,13,1,1
i,false,python,06,Thursday,2019,long,96.083261099844634,0.75,4
is,true,python,06,Saturday,2018,short,216.92394980730006,0.66666666666666663,3
is,true,r,06,Saturday,2018,short,,0,1
i,false,r,06,Wednesday,2019,long,63.999999999999979,1,1
why,true,mysql,06,Monday,2017,short,95.999999999999986,1,1
why,false,python,06,Tuesday,2018,short,34.000000000000007,1,1
i,false,r,06,Thursday,2016,medium,13,1,1
how,false,r,06,Wednesday,2013,medium,9.7467943448089631,1,2
why,true,r,06,Monday,2013,medium,,0,1
i,false,python,06,Monday,2019,short,13,1,1
i,true,mysql,06,Thursday,2019,long,56.000000000000021,1,1
why,false,mysql,06,Tuesday,2017,short,2,1,1
can,true,mysql,06,Wednesday,2019,medium,6,1,1
how,false,python,06,Monday,,short,10.000000000000002,1,1
why,true,python,06,Saturday,2013,medium,19.626397861131533,1,3
how,true,mysql,06,Tuesday,2019,medium,14.266984979456614,0.75,4
can,false,python,06,Sunday,2016,medium,,0,1
how,true,r,06,Wednesday,2014,short,1,1,1
i,false,r,06,Thursday,2017,medium,2139.0000000000009,1,1
how,false,r,06,Saturday,2018,short,24.899799195977469,1,2
is,false,python,06,Tuesday,2018,medium,28.248893783651063,1,2
can,true,python,06,Sunday,2016,short,18.999999999999996,1,1
how,true,mysql,06,Monday,,long,13,1,1
how,true,r,06,Wednesday,2015,long,49.376107582514031,1,2
is,true,mysql,06,Thursday,2014,short,26.0768096208106,1,2
why,true,mysql,06,Thursday,2019,medium,4,1,1
how,true,r,06,Monday,2012,long,6,1,1
how,false,python,06,Friday,2010,medium,18.027756377319946,0.66666666666666663,3
can,false,python,06,Tuesday,2011,medium,4.9999999999999991,1,1
how,true,r,06,Saturday,2013,short,26.000000000000004,1,1
how,false,r,06,Tuesday,2015,medium,1862.0000000000005,1,1
i,false,python,06,Saturday,2018,medium,19.999999999999996,1,1
can,false,python,06,Thursday,2013,long,9.0000000000000018,1,1
how,true,mysql,06,Sunday,2013,short,22.847319317591719,1,2
why,false,python,06,Friday,2016,short,9.8994949366116636,1,2
how,false,mysql,06,Thursday,,medium,3.9148676411688643,1,3
why,true,python,06,Wednesday,2016,short,32.680269276736389,1,2
how,false,python,06,Saturday,2009,long,477.00000000000017,1,1
i,false,mysql,06,Wednesday,2018,long,21,1,1
what,true,r,06,Sunday,2016,short,3.0000000000000004,1,1
what,true,data-science,06,Sunday,2016,short,3.0000000000000004,1,1
how,true,python,06,Sunday,2012,long,103.05823596394423,1,2
what,true,python,06,Sunday,2017,medium,12.806248474865694,1,2
i,false,mysql,06,Sunday,2017,short,,0,1
how,true,python,06,Friday,2011,long,36,1,1
how,true,r,06,Saturday,2017,long,,0,1
is,true,mysql,06,Sunday,2015,short,,0,1
i,false,mysql,06,Monday,2014,medium,6.9999999999999991,1,1
how,false,python,06,Saturday,2013,short,2,1,1
can,false,python,06,Saturday,2018,medium,1206.1940142448066,0.66666666666666663,3
is,true,r,06,Monday,2017,short,,0,2
why,true,mysql,06,Sunday,2019,long,18.999999999999996,1,1
what,false,python,06,Friday,2018,short,4.9999999999999991,1,1
i,false,mysql,06,Monday,2016,long,10.000000000000002,1,1
what,true,mysql,06,Thursday,2017,medium,4.8989794855663558,0.66666666666666663,3
i,false,mysql,06,Thursday,2014,medium,34.999999999999993,1,1
what,false,python,06,Tuesday,2018,medium,56.000000000000021,0.5,2
how,false,python,06,Wednesday,2013,long,111.19490686263582,1,3
is,false,r,06,Tuesday,2018,medium,,0,1
how,false,r,06,Saturday,2015,short,72.999999999999986,1,1
is,false,python,06,Friday,2018,long,304.33534135883713,0.66666666666666663,3
why,true,r,06,Friday,2016,medium,23,1,1
why,false,python,06,Thursday,2017,medium,6,1,1
i,false,python,06,Wednesday,2017,short,85.917217979478124,0.75,4
how,false,mysql,06,Sunday,2009,medium,13,1,1
how,true,mysql,06,Monday,2012,short,39599.999999999985,0.33333333333333331,3
why,false,python,06,Wednesday,2017,medium,33,1,1
how,true,machine-learning,06,Wednesday,2017,short,10.000000000000002,1,1
is,true,python,06,Wednesday,2018,short,88182.260801138356,1,2
what,true,r,06,Tuesday,2018,long,53.000000000000007,1,1
how,true,python,06,Wednesday,2013,long,2948.0532559640105,1,2
can,true,mysql,06,Tuesday,2014,short,,0,1
can,false,python,06,Thursday,2016,short,10.000000000000002,1,1
how,true,mysql,06,Tuesday,2011,short,32,1,1
can,false,mysql,06,Saturday,2018,long,23.021728866442675,1,2
why,false,python,06,Saturday,2011,medium,12,1,1
how,true,mysql,06,Tuesday,2013,long,9.7467943448089631,0.66666666666666663,3
why,true,r,06,Wednesday,2018,medium,4,1,1
how,false,r,06,Tuesday,2019,long,49.412692905184564,1,4
is,true,python,06,Sunday,2012,long,41.000000000000007,1,1
i,false,python,06,Tuesday,2014,medium,17,1,1
what,true,r,06,Tuesday,2017,short,391.99999999999989,1,1
how,false,mysql,06,Thursday,2012,short,29.000000000000004,1,1
how,true,r,06,Wednesday,2019,medium,102.12518271179763,0.75,4
how,false,python,06,Tuesday,2010,medium,1,1,1
why,false,python,06,Friday,2019,short,11.000000000000002,1,1
what,true,python,06,Monday,2017,short,33.689761055846041,1,2
how,true,python,06,Sunday,,short,24.000000000000004,1,1
can,true,python,06,Saturday,2016,medium,723.99999999999977,1,1
how,true,mysql,06,Tuesday,2014,medium,9.7979589711327115,1,2
how,false,r,06,Saturday,2010,long,16377.000000000002,1,1
why,true,machine-learning,06,Saturday,2017,short,83.000000000000028,1,1
what,true,mysql,06,Thursday,2016,short,17619.999999999996,1,1
is,true,r,06,Friday,2017,medium,331.99999999999989,1,1
i,true,mysql,06,Monday,2019,short,4.9999999999999991,1,1
how,true,mysql,06,Monday,2018,long,36.3318042491699,0.5,4
can,false,python,06,Thursday,2014,long,22.000000000000004,1,1
why,false,python,06,Wednesday,2016,medium,31.984371183438959,1,2
how,true,python,06,Tuesday,,medium,4,0.66666666666666663,3
is,true,mysql,06,Thursday,2016,short,24.000000000000004,1,1
what,false,python,06,Sunday,2016,short,17.435595774162696,1,2
is,false,python,06,Thursday,2016,short,11.000000000000002,0.5,2
what,true,python,06,Thursday,2018,long,7.9999999999999982,1,1
why,false,python,06,Tuesday,2019,short,1,1,2
what,true,mysql,06,Friday,2017,short,40,1,1
i,false,mysql,06,Tuesday,2014,medium,12,1,1
how,true,mysql,06,Thursday,2012,long,,0,1
i,false,mysql,06,Wednesday,2019,short,6,1,1
why,true,python,06,Sunday,2018,medium,23,1,1
how,false,mysql,06,Friday,2010,short,370.99999999999994,1,1
what,true,machine-learning,06,Wednesday,2018,short,15.491933384829666,1,2
is,false,python,06,Sunday,2019,long,10.000000000000002,1,1
why,true,mysql,06,Saturday,2018,long,15.999999999999998,0.5,2
how,true,mysql,06,Wednesday,2010,long,19.999999999999996,1,1
what,true,python,06,Tuesday,2013,medium,,0,1
is,true,python,06,Wednesday,2018,long,,0,1
what,false,r,06,Sunday,2017,short,7.9999999999999982,1,1
what,false,data-science,06,Sunday,2017,short,7.9999999999999982,1,1
how,true,mysql,06,Monday,2014,medium,15.404046195705279,0.8,5
how,true,machine-learning,06,Saturday,2018,short,11.000000000000002,1,1
i,false,mysql,06,Tuesday,2017,long,7.9999999999999982,1,1
what,true,mysql,06,Monday,2012,long,12,1,1
how,false,r,06,Wednesday,2015,medium,148.31218592898173,1,4
how,false,mysql,06,Sunday,,long,12,1,1
what,true,python,06,Monday,2011,long,11.000000000000002,1,1
how,false,r,06,Wednesday,,long,242.00000000000009,1,1
how,false,r,06,Saturday,2019,medium,861.99999999999977,0.5,2
how,false,mysql,06,Tuesday,2012,medium,12,1,1
how,false,python,06,Wednesday,2011,medium,,0,2
how,false,mysql,06,Tuesday,2012,short,1646,1,1
is,true,python,06,Tuesday,2018,medium,68.847657912234013,1,2
why,true,mysql,06,Tuesday,2011,medium,,0,1
how,false,r,06,Wednesday,2011,medium,158.00000000000003,1,1
how,true,python,06,Monday,2009,long,217558,0.5,2
is,true,python,06,Saturday,,medium,147.99999999999994,1,1
how,true,mysql,06,Saturday,2016,short,16.673108620863889,0.75,4
is,false,r,06,Saturday,2018,medium,341.00000000000006,1,1
i,false,python,06,Monday,2018,short,4,1,1
how,false,r,06,Friday,2018,medium,25.786214959691534,1,5
how,false,mysql,06,Sunday,2015,short,3.0000000000000004,1,1
how,false,machine-learning,06,Friday,2015,long,11.000000000000002,1,1
how,false,r,06,Sunday,2013,medium,,0,1
can,true,python,06,Tuesday,2016,long,124842,1,1
how,true,mysql,06,Sunday,2011,long,88.99438184514797,0.66666666666666663,3
i,false,mysql,06,Thursday,2018,short,15.804922890494002,1,3
how,true,r,06,Monday,2011,short,50.049975024968788,1,2
how,true,mysql,06,Wednesday,2012,short,124.96276224122943,1,3
how,true,python,06,Friday,2010,medium,40.743097574926722,1,2
how,true,machine-learning,06,Wednesday,2018,medium,,0,1
can,true,python,06,Tuesday,2017,long,1418,1,1
can,true,python,06,Saturday,2015,medium,10.908712114635716,0.66666666666666663,3
why,false,python,06,Sunday,2018,short,113.00000000000003,1,1
how,true,machine-learning,06,Tuesday,2015,medium,29.000000000000004,1,1
how,true,data-science,06,Tuesday,2015,medium,29.000000000000004,1,1
how,true,r,06,Friday,,medium,6,1,1
can,true,python,06,Wednesday,2013,short,,0,1
is,true,python,06,Tuesday,2014,short,,0,1
what,false,mysql,06,Thursday,2019,short,6095.9999999999982,1,1
how,true,mysql,06,Thursday,2011,long,43.999999999999993,1,1
how,false,machine-learning,06,Friday,2017,long,36,1,1
is,true,python,06,Sunday,2009,long,10.000000000000002,1,1
how,true,python,06,Saturday,2011,short,2306.9999999999995,1,1
what,true,python,06,Sunday,2014,short,6,1,1
why,true,mysql,06,Wednesday,2012,long,,0,1
why,false,python,06,Tuesday,2019,medium,15.999999999999998,1,1
how,true,mysql,06,Monday,2015,long,17,1,1
i,false,mysql,06,Monday,2017,long,,0,1
can,true,python,06,Friday,2013,short,87,1,1
is,true,python,06,Friday,2017,short,4.2426406871192848,0.66666666666666663,3
i,false,python,06,Sunday,2019,medium,20.8806130178211,1,2
what,true,python,06,Monday,2019,short,32.982543568210993,1,3
how,true,python,06,Monday,,long,4385,0.5,2
why,true,python,06,Friday,2016,short,63.999999999999979,1,1
why,true,python,06,Sunday,2015,long,13,1,1
why,true,r,06,Wednesday,2017,long,7.9999999999999982,1,1
how,true,r,06,Friday,2014,medium,24.000000000000004,1,1
i,false,python,06,Friday,2017,medium,6.9795320469088882,0.75,4
is,false,mysql,06,Thursday,2016,short,368.99999999999994,1,1
why,true,python,06,Thursday,2015,long,66.745786383860988,0.66666666666666663,3
i,false,mysql,06,Thursday,2016,medium,20.784609690826532,1,2
why,true,machine-learning,06,Saturday,2016,short,15.999999999999998,1,1
how,false,r,06,Sunday,2015,long,61.000000000000007,1,1
how,false,python,06,Monday,2016,long,11.000000000000002,0.5,2
how,true,machine-learning,06,Wednesday,2018,short,27,1,1
how,false,r,06,Monday,2019,long,103.99999999999999,1,1
why,false,mysql,06,Wednesday,2013,long,22.000000000000004,1,1
i,false,mysql,06,Sunday,2018,long,27.999999999999996,1,1
why,true,python,06,Tuesday,,medium,4.9999999999999991,1,1
how,true,machine-learning,06,Monday,2017,short,74.000000000000028,1,1
how,false,machine-learning,06,Wednesday,2019,short,177.51056306597647,1,2
how,false,python,06,Thursday,2010,long,4.7958315233127191,1,2
i,true,python,06,Monday,2011,medium,27,1,1
is,true,python,06,Tuesday,2014,long,7.9999999999999982,1,1
can,false,mysql,06,Tuesday,,short,3.0000000000000004,1,1
how,true,machine-learning,06,Sunday,2017,medium,94,1,1
is,true,python,06,Sunday,2017,medium,283,1,1
is,true,python,06,Thursday,2011,short,22.000000000000004,1,1
is,true,mysql,06,Monday,2019,short,6,0.5,2
what,false,python,06,Saturday,2015,short,56639,1,1
how,true,mysql,06,Sunday,2015,long,17.888543819998315,1,2
can,true,python,06,Saturday,,short,4,1,1
how,true,python,06,Saturday,2009,medium,98.000000000000043,1,1
how,false,python,06,Friday,2009,medium,55.000000000000014,1,1
why,true,r,06,Tuesday,2015,medium,214037.99999999994,1,1
